matchup,game,competitor,run_id,preset,repetition,seat,points,pudding,outcome,opponents
3,270,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,36,2,loss,random/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_1
3,271,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,37,6,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|random/repetition_1
3,271,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,38,1,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,271,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,44,1,win,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|random/repetition_1
3,271,random/repetition_1,random,random,1,3,20,1,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|variable_2_4/repetition_1
3,272,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,42,3,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
3,272,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,40,3,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_1
3,272,random/repetition_1,random,random,1,2,20,1,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_1
3,272,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,43,2,win,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,273,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,38,2,loss,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
3,273,random/repetition_1,random,random,1,1,16,1,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
3,273,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,38,3,loss,fixed_4p/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
3,273,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,43,4,win,fixed_4p/repetition_1|random/repetition_1|variable_2_4/repetition_1
3,274,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,36,1,loss,variable_encoder_2_4/repetition_3|random/repetition_1|variable_2_4/repetition_1
3,274,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,47,1,win,fixed_4p/repetition_1|random/repetition_1|variable_2_4/repetition_1
3,274,random/repetition_1,random,random,1,2,32,3,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
3,274,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,37,3,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
3,275,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,34,3,loss,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
3,275,random/repetition_1,random,random,1,1,26,1,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_1
3,275,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,40,2,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_1
3,275,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,45,4,win,variable_encoder_2_4/repetition_3|random/repetition_1|variable_2_4/repetition_1
3,276,random/repetition_1,random,random,1,0,20,3,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
3,276,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,44,3,loss,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
3,276,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,43,1,loss,random/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_3
3,276,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,49,3,win,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
3,277,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,44,3,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
3,277,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,35,4,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|random/repetition_1
3,277,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,51,2,win,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,277,random/repetition_1,random,random,1,3,14,0,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_1
3,278,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,43,5,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
3,278,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,41,2,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_1
3,278,random/repetition_1,random,random,1,2,16,0,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_1
3,278,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,44,3,win,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,279,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,49,3,win,random/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
3,279,random/repetition_1,random,random,1,1,22,1,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
3,279,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,44,3,loss,fixed_4p/repetition_1|random/repetition_1|variable_2_4/repetition_1
3,279,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,40,1,loss,fixed_4p/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
3,280,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,39,1,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
3,280,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,50,4,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
3,280,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,50,2,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
3,280,random/repetition_1,random,random,1,3,12,2,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_3
3,281,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,50,3,win,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
3,281,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,41,0,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|random/repetition_1
3,281,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,30,3,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,281,random/repetition_1,random,random,1,3,30,3,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_1
3,282,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,54,0,win,random/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_3
3,282,random/repetition_1,random,random,1,1,31,0,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_3
3,282,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,31,7,loss,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
3,282,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,36,3,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
3,283,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,43,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
3,283,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,54,1,win,fixed_4p/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
3,283,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,37,3,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|random/repetition_1
3,283,random/repetition_1,random,random,1,3,18,1,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
3,284,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,49,3,win,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,284,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,34,3,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|random/repetition_1
3,284,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,37,0,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
3,284,random/repetition_1,random,random,1,3,27,1,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
3,285,random/repetition_1,random,random,1,0,39,3,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|variable_2_4/repetition_1
3,285,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,54,3,win,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
3,285,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,49,2,loss,random/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
3,285,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,33,1,loss,random/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_1
3,286,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,31,4,loss,random/repetition_1|fixed_4p/repetition_1|variable_2_4/repetition_1
3,286,random/repetition_1,random,random,1,1,22,0,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|variable_2_4/repetition_1
3,286,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,44,4,win,variable_encoder_2_4/repetition_3|random/repetition_1|variable_2_4/repetition_1
3,286,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,40,2,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_1
3,287,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,36,2,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
3,287,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,48,3,win,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_1
3,287,random/repetition_1,random,random,1,2,11,2,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_1
3,287,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,41,1,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,288,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,0,43,2,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,288,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,49,1,win,fixed_4p/repetition_1|variable_2_4/repetition_1|random/repetition_1
3,288,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,38,1,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
3,288,random/repetition_1,random,random,1,3,20,2,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
3,289,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,50,5,win,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
3,289,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,40,2,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|random/repetition_1
3,289,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,43,2,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,289,random/repetition_1,random,random,1,3,28,1,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_1
3,290,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,44,3,loss,fixed_4p/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
3,290,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,38,1,loss,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
3,290,random/repetition_1,random,random,1,2,13,2,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_3
3,290,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,50,2,win,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
3,291,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,44,1,loss,fixed_4p/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
3,291,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,47,2,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
3,291,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,43,3,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
3,291,random/repetition_1,random,random,1,3,24,2,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_3
3,292,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,48,2,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_1
3,292,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,48,4,win,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
3,292,random/repetition_1,random,random,1,2,10,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_1
3,292,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,48,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
3,293,random/repetition_1,random,random,1,0,17,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_1
3,293,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,42,2,loss,random/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_1
3,293,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,43,4,win,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
3,293,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,34,1,loss,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
3,294,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,30,4,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|random/repetition_1
3,294,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,39,2,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,294,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,43,1,win,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|random/repetition_1
3,294,random/repetition_1,random,random,1,3,29,1,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|variable_2_4/repetition_1
3,295,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,38,1,loss,fixed_4p/repetition_1|variable_2_4/repetition_1|random/repetition_1
3,295,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,38,4,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,295,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,44,4,win,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|random/repetition_1
3,295,random/repetition_1,random,random,1,3,22,1,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|variable_2_4/repetition_1
3,296,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,48,4,win,variable_2_4/repetition_1|fixed_4p/repetition_1|random/repetition_1
3,296,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,45,1,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|random/repetition_1
3,296,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,33,3,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,296,random/repetition_1,random,random,1,3,18,1,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_1
3,297,random/repetition_1,random,random,1,0,22,0,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_1
3,297,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,45,4,loss,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_1
3,297,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,38,4,loss,random/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_1
3,297,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,50,1,win,random/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
3,298,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,43,4,win,fixed_4p/repetition_1|variable_2_4/repetition_1|random/repetition_1
3,298,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,1,43,0,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
3,298,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,36,3,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|random/repetition_1
3,298,random/repetition_1,random,random,1,3,16,2,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_1|variable_2_4/repetition_1
3,299,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,30,2,loss,random/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_3
3,299,random/repetition_1,random,random,1,1,18,1,loss,variable_2_4/repetition_1|fixed_4p/repetition_1|variable_encoder_2_4/repetition_3
3,299,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,2,50,3,win,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
3,299,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,40,1,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
3,300,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,39,3,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_1
3,300,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,35,7,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_1
3,300,random/repetition_1,random,random,1,2,19,0,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_1
3,300,fixed_4p/repetition_1,8c4f3137f08844a6a9bf39b13b8ce452,fixed_4p,1,3,53,0,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
4,301,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,44,5,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_1
4,301,random/repetition_1,random,random,1,1,35,1,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_1
